title_link,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
https://www.redfin.com/owner-estimate/fact-check/26300373,/cd12aee48e0f9e05adba32698b763a8d_genMid.18685112_0.jpg,7844 SE 21st Ave,"Portland, OR 97202","$434,044","$375,000",3,1,"1,248",1895,SOLD 8/22/18,"Darling & quirky Westmoreland bungalow! Light filled w/period charm! Large open living rm; sweet kitchen w/tile cntrs, storage & all applcs; main floor bed/bath + 2 bdrms up; vinyl windows; laundry/mud rm includes washer/dryer. Spacious fenced back yard; generous off street prkg + 2 car detached garage - possible ADU? Walk/bike to cafes/shops/Westmoreland Park & closet to bus lines! Minutes to downtown!",2,"Bungalow, Cottage",Multnomah,18685112,"4,600 Sq. Ft.",8.0,8.0,6.0,69 / 100,50 / 100,98 / 100
https://www.redfin.com/owner-estimate/fact-check/26397498,/06a0ff4251097d560ff8da682b3c7fed_genMid.18232290_0.jpg,3936 SE Rex St,"Portland, OR 97202","$576,222","$575,000",3,2,"1,919",1913,SOLD 8/21/18,"Thoughtfully remodeled Eastmoreland Hgts bungalow in Duniway school district. Features include: 3 bedrooms up, 2 remodeled baths, outstanding kitchen with new hardwoods, butcher block counters, farm sink and island...opens to family room. Lovely dining & living rooms with bay windows & hardwoods. Gas furnace & central AC. New fencing around yard. Large driveway and sturdy garage. Covered deck with arbor. This one is very special!",3,Bungalow,Multnomah,18232290,"5,000 Sq. Ft.",8.0,8.0,6.0,54 / 100,45 / 100,84 / 100
https://www.redfin.com/owner-estimate/fact-check/145281501,/19857174d6cfc29791a86575228daf69_genMid.18501537_0.jpg,2177 SE Umatilla St,"Portland, OR 97202","$687,155","$699,900",3,2.5,"2,365",2018,SOLD 8/15/18,"Priced to Sell!! This home wonâ€™t last long! Move-in ready!. New Energy Star certified home! This home is a true Vintage style home with all the designer options you would expect from PDXâ€™s #1 builder! Slab kitchen counters with eating bar. Extensive hardwood flooring. 3 bedroom 2 1/2 bath, pocket office on main with barn door and a loft. Walkable to all the shops and pubs in the area. Air Conditioning! Rare new construction in Sellw",2,Craftsman,Multnomah,18501537,—,8.0,8.0,6.0,72 / 100,52 / 100,97 / 100
,/6cae87c59d7d6e3b5f38aec760f117fc_genMid.18675857_0.jpg,3517 SE 29th Ave,"Portland, OR 97202",,"$279,700",1,,"1,740","3,920 Sq. Ft.",SOLD 8/13/18,"Sitting just minutes from all the SE hot spots, this adorable bungalow is waiting to be brought back to its former glory. Bring your vision and personal style and imagine what this home could be. With period moldings and built ins, a large eat in kitchen, three bedrooms, an attached garage, and an unfinished basement for storage this is the one to make your own! [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/hes/R298791-20180706]",3,Bungalow,CRESTON - KENILWORTH,Multnomah,"4,000 Sq. Ft.",5.0,5.0,6.0,78 / 100,55 / 100,86 / 100
https://www.redfin.com/owner-estimate/fact-check/26296462,/7aa0237067b7d4889829be629333546f_genMid.18191084_0.jpg,6635 SE 38th Ave,"Portland, OR 97202","$582,334","$575,000",4,1.5,"2,654",1950,SOLD 8/10/18,"Eastmoreland Mid Century Ranch on Tree Lined Dead-End Street 1 Block from Park. Features Vintage Cabinets, Hardwood Floors, Mahogany Doors/Trim, Bonus Room, 2 Fireplaces, Daylight Basement with Shop/Craft/Hobby Room, Storage Areas. Walk to Nearby Eateries, Shopping, Golf Course, Park, & Elementary School. ADU Potential in Basement w/Separate Entrance. Agent is a licensed Broker in OR & related to Seller.",2,Daylight Ranch,Multnomah,18191084,"5,000 Sq. Ft.",8.0,8.0,6.0,57 / 100,45 / 100,69 / 100
https://www.redfin.com/owner-estimate/fact-check/26597885,/89557b6c87e1e99fd1a298fdd2d8a806_genMid.18074818_0.jpg,2010 SE Bybee Blvd,"Portland, OR 97202","$698,633","$695,000",4,3,"2,708",1955,SOLD 8/10/18,"Urban Oasis remodeled down to the studs in 2006-2007! Spacious open floor plan with hardwoods, tray ceilings, & 2 gas fireplaces. Kitchen with custom maple cabinets, sub zero, honed granite & slate floors.Sunken family room off kichen. Master suite on second level with bath, WI-closet and private roof top terrace.All of this just blocks to the parks, restaurants& shops of Westmoreland/Sellwood.Driveway in on SE 20th! [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10136475-20180713]",3,"Ranch, Mid-Century Modern",Multnomah,18074818,"5,000 Sq. Ft.",8.0,8.0,6.0,86 / 100,50 / 100,98 / 100
https://www.redfin.com/owner-estimate/fact-check/26597971,/2006599916c9164eba9b009ab242ae03_genMid.18351706_D.jpg,2834 SE Franklin St,"Portland, OR 97202","$701,731","$710,000",4,2.5,"2,152",2005,SOLD 8/10/18,"A beautiful home sitting high above the street in one of Portland's most sought after neighborhoods. Leave the car in the driveway because you can walk to everything! Clinton and Division Street, which have some of Portland's best restaurants, are just a few blocks away. Easy transportation to downtown and great parks nearby! Open concept layout, hardwood floors, marble countertops and more! Did I mention views of the city? [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R298754-20180503.pdf]",2,"2 Story, Craftsman",Richmond,Multnomah,"4,000 Sq. Ft.",5.0,5.0,6.0,86 / 100,56 / 100,94 / 100
https://www.redfin.com/owner-estimate/fact-check/26336593,/99438da23ef32f29f852a5c42297d844_genMid.18060797_0.jpg,3605 SE Tibbetts St,"Portland, OR 97202","$440,224","$419,250",4,1,"2,104",1945,SOLD 8/08/18,"One owner home close-in SE Pdx. Dated somewhat of a fixer. Home has hardwood floors on main/lrg kit/air cond/circuit breakers/newer roof/plastic wtr mainline/full unfin bsmt with inside & outside entry/detached gar. Corner lot may be zoned for 3 units check with City & County. Sold AS-IS, Seller would prefer cash offers with quick close and no contingencies but will consider offers requiring financing.Exclude carport in front of garage. [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R299242-20180615.pdf]",3,"Bungalow, Old Portland",Multnomah,18060797,"5,000 Sq. Ft.",9.0,5.0,6.0,81 / 100,52 / 100,91 / 100
https://www.redfin.com/owner-estimate/fact-check/26518323,/9bd29730f8041e6da5063c270016fe4f_genMid.18161690_B.jpg,7435 SE 31st Ave,"Portland, OR 97202","$661,072","$638,000",4,2.5,"2,455",1935,SOLD 8/31/18,"Eastmoreland english tudor in a prime location. The marble foyer, formal livingroom w/original hardwood floors & wood-burning fireplace, formal diningroom connects to kitchen w/quintessential breakfast nook and carpeted familyroom. There's a huge driveway and 1 car garage, outdoor living on large deck. Updated plumbing, windows, siding & electric. Built w/quality craftsmanship; add your personal touches to make this your next home!",3,"English, Tudor",Multnomah,18161690,"5,000 Sq. Ft.",8.0,8.0,6.0,47 / 100,48 / 100,85 / 100
https://www.redfin.com/owner-estimate/fact-check/26596296,/f9b2f649efc46b87bc5f220b3b63abac_genMid.18571214_0.jpg,6005 SE 17th Ave,"Portland, OR 97202","$623,518","$615,500",3,2.5,"2,807",1926,SOLD 8/30/18,"Designer remodel, corner lot sits up off road.Remodeled kitchen was featured in Better Homes. Modern finishes w/concrete counters, fir trim work, hardwood floors, cozy fireplace w/built ins.Formal dining room.Landing at top of stairs for office or sitting area. Master suite w/large remodel bath,slate shower. Private yard w/driveway 1car oversized garage. A/C,finished area in basement.ADU Opportunity.Minutes to shops, coffee, parks",3,Bungalow,WESTMORELAND/SELLWOOD,Multnomah,"5,400 Sq. Ft.",8.0,8.0,6.0,85 / 100,48 / 100,95 / 100
https://www.redfin.com/owner-estimate/fact-check/25777345,/a2164f9e33f4e3ab1e287577c97b4809_genMid.18203138_0.jpg,7643 SE 20th Ave,"Portland, OR 97202","$507,186","$495,000",2,2,"1,596",1925,BOUGHT WITH REDFIN 8/29/18,,2,"Bungalow, Cottage",Multnomah,18203138,"3,500 Sq. Ft.",8.0,8.0,6.0,75 / 100,49 / 100,99 / 100
https://www.redfin.com/owner-estimate/fact-check/49682588,/6924da61ce7f43e588f6b15b32820dd8_genMid.18443191_8.jpg,3536 SE Woodward St,"Portland, OR 97202","$1,210,639","$1,220,000",4,2.5,"3,183",2018,SOLD 8/02/18,"Beyond a high-quality energy-efficient brand new modern home, this is the final remaining property designed & built as part of a special 19-home pocket community called Waverly Commons. A place where folks share a 1/4 acre lawn, play structure, & community garden space. Where neighbors know each other & support one another. Plenty of indoor & outdoor space within an A+ neighborhood 2 blocks from Division.","Contemporary, NW Contemporary","Residential, Single Family Residence",Richmond / Waverly Commons,Multnomah,"5,358 Sq. Ft.",9.0,5.0,6.0,83 / 100,51 / 100,94 / 100
https://www.redfin.com/owner-estimate/fact-check/145502943,/3f0223ec5273e2959ccea9ce13e4de70_genMid.18476964_0.jpg,"100 SE Harney St Unit 9, 9A","Portland, OR 97202","$598,459","$599,000",3,2,"1,414",1940,SOLD 8/01/18,"This is a rare chance to own a house (882sqft), separate tender house (340sqft), separate bonus room (192sqft), and slip in Portland Rowing Club, 1 of only 3 floating home moorages on the Willamette River. Only moorage with owned carport - 2 cars! Radiant heat, a gas fireplace, & amazing views combine with proximity to downtown, OHSU & Sellwood, an area with much shopping and many restaurants. New roof on main & tender house 12/17.",Bungalow,"Residential, Floating Home","River, Seasonal, Trees/Woods",Portland Rowing Club,—,8.0,8.0,6.0,73 / 100,36 / 100,77 / 100
https://www.redfin.com/owner-estimate/fact-check/26635803,/999aa97c920a34f91b5509f4f0db4d16_genMid.18401669_1.jpg,3408 SE 28th Ave,"Portland, OR 97202","$466,273","$445,000",2,1,"1,811",1870,SOLD 8/01/18,"Charming updated SE Portland bungalow. Super walkable Clinton/Division neighborhood! Minutes away from downtown, OHSU, close to bus lines and bike path. Original hardwood floors, new roof, gutters and wall insulation in 2016. Kitchen updated 2017. Central A/C installed, new furnace blower motor and exterior paint 2018. Picture yourself on one of the two covered porches enjoying the neighborhood! Walk score 82 Bike Score 87. [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R298744-20180618.pdf]",2,"Bungalow, Craftsman",Multnomah,18401669,"3,200 Sq. Ft.",5.0,5.0,6.0,83 / 100,56 / 100,92 / 100
https://www.redfin.com/owner-estimate/fact-check/26539059,/d6b2ea97e21f7ea9e8c265904bf6b6b9_genMid.18341242_1.jpg,3353 SE Tibbetts St,"Portland, OR 97202","$612,249","$625,000",4,2,"1,900",1925,SOLD 7/31/18,Restored 1925 California Bungalow in the heart of SE RICHMOND.  LIKE NEW INSIDE. 1925 California Bungalow. Quintessential floorplan with lite and comfortable living spaces. Spacious scrumptious contemporary kitchen with miles of counter space and a modern eating corner nook. Perfect all-purpose family room + bonus in a fully finished lower level. See PDF updates. Southern Exposure! Seller to replace the driveway with an accepted offer.,3,"Bungalow, Traditional",RICHMOND / HAWTHORNE,Multnomah,"5,500 Sq. Ft.",5.0,5.0,6.0,84 / 100,53 / 100,89 / 100
,/a0545944b81e91584317e0a818cfdeac_genMid.18208986_5.jpg,1445 SE Division St,"Portland, OR 97202",,"$730,000",2,,"2,656","5,227 Sq. Ft.",SOLD 7/31/18,"Perfect close-in EastPDX location w/90 Walkscore & 100 Bikescore! Flexible living in 4 bed/2 bath home & brand new  1 bed/1 bath detached ADU. Home features lovingly cared for hardwood & Marmoleum floors, orig. built-ins, Corian counters, gas range & cozy wood fireplace insert. Full bsmt gives ample storage. ADU is 396 sf, & has full size stove & fridge, + laundry. Operated as a lic. AirBnB, it earns a nice 2nd inc. for the lucky owner.",2,Bungalow,Multnomah,18208986,"5,120 Sq. Ft.",9.0,5.0,6.0,90 / 100,66 / 100,99 / 100
https://www.redfin.com/owner-estimate/fact-check/25851836,/23e9035294efc8da7b2820548141dc92_genMid.18124616_1.jpg,7406 SE 28th Ave,"Portland, OR 97202","$763,130","$775,000",4,2,"2,925",1931,SOLD 7/30/18,"This striking, architecturally significant Eastmoreland English welcomes you from a tranquil, private setting. Every detail is memorable: sunken LR w/ gorgeous arched front window; perfect flow from the large formal rms to the spacious bkfst rm into the sleek, stylish kitchen; gleaming hdwds; multiple leaded glass window designs; fabulous basement with custom mahogany detailing; lush flagstone back yard. Easy access to MAX. A must see! [Home Energy Score = 8. HES Report at https://api.greenbuildingregistry.com/report/pdf/R152316-20180409.pdf]",3,English,Multnomah,18124616,"6,000 Sq. Ft.",8.0,8.0,6.0,45 / 100,50 / 100,77 / 100
https://www.redfin.com/owner-estimate/fact-check/26514061,/eed4990160529d81d4a1bfa4388ec13e_genMid.18662706_0.jpg,3614 SE 26th Ave,"Portland, OR 97202","$464,209","$462,000",3,1,"2,158",1926,SOLD 7/30/18,"Adjacent to Powell Pk & just a few blocks to New Seasons & the Clinton/Division District. Walk score: 84 + bike score: 85. Large deck & sizable, fenced backyard. Some systems & building envelope updates. Functional floor-plan makes the most of the square footage. Bonus room downstairs. Modern kitchen w/ breakfast nook. Oak + fir flooring. Basement/garage w/ tons of storage space (included sq. footage). Check out the videos! [Home Energy Score = 2. HES Report at https://api.greenbuildingregistry.com/report/pdf/R158950-20180619.pdf]",3,Bungalow,CRESTON - KENILWORTH,Multnomah,"4,700 Sq. Ft.",5.0,5.0,6.0,81 / 100,57 / 100,94 / 100
https://www.redfin.com/owner-estimate/fact-check/26359237,/5cec1b13b95d89ab327a50487c29110c_genMid.18194535_2.jpg,3634 SE Ogden St,"Portland, OR 97202","$584,420","$588,000",3,2,"1,975",1931,SOLD 7/30/18,"This delightful Eastmoreland English is sure to astonish w/ gracious exterior that opens to knockout architectural detail: vaulted open-beam LR, multi-pane leaded glass windows, open-beam DR w/ blt-ins, lush wdwk. Along w/ the gorgeous original detail, you'll appreciate the large gourmet kit: Viking range/hood + separate oven, ample cab/counter space, room for bkfst table. Upstairs is pvt suite w/full BA, mini-split HVAC. Must see! [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R115056-20180502.pdf]",3,"English, Traditional",Multnomah,18194535,"3,800 Sq. Ft.",8.0,8.0,6.0,51 / 100,45 / 100,79 / 100
https://www.redfin.com/owner-estimate/fact-check/26461068,/33866fd0c58a57b01952c5e5c7d7c9eb_genMid.18335790_3.jpg,3421 SE Brooklyn St,"Portland, OR 97202","$601,974","$610,000",3,1.5,"2,404",1922,SOLD 7/27/18,"Charming 1920's vintage bungalow bursting w/sunlight & period character thru-out, wrap-around covered front porch, hdwd flrs, firepl w/blt-ins,frmal din rm w/blt-in hutch, period kit, mstr bdrm w/half bath  & skylight, newer roof, plumbing, 95% eff gas furn, water heater, basement EQ retrofit, lush private yard w/patio & rain garden, new back porch stairs, storage, garage. Close to lots of eclectic shops,restaurants, pub trans & DT. [Home Energy Score = 8. HES Report at https://api.greenbuildingregistry.com/report/pdf/R299517-20180523.pdf]",2,"Bungalow, 2 Story",Multnomah,18335790,"4,000 Sq. Ft.",5.0,5.0,6.0,80 / 100,52 / 100,91 / 100
https://www.redfin.com/owner-estimate/fact-check/26577138,/2e4f0d43f61cb6a4bfe005ddfd29ac7c_genMid.18011105_1.jpg,4615 SE 37th Ave,"Portland, OR 97202","$486,756","$477,500",3,1,"2,078",1923,SOLD 7/27/18,"JUST LISTED, You will fall in love with this beautiful bungalow w/ 3 bed + bonus room, new hardwood floors on main, A/C, quartz, subway tile, gas appliances, fresh int/ext paint, garage. Full basement w/ dual entrance features a spacious family room, fireplace & storage. Oversize lot w/ amazing proximity to Trader Joe's, New Seasons, Starbucks, parks, & public transit. Bike Score of 84. Don't wait on this one! [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R206319-20180614.pdf]",2,Bungalow,Multnomah,18011105,"5,200 Sq. Ft.",5.0,5.0,6.0,73 / 100,49 / 100,84 / 100
https://www.redfin.com/owner-estimate/fact-check/143049926,/075f74cfca6dcc3d6048c97f86acf07a_genMid.18152275_4.jpg,3121 SE 6th Ave,"Portland, OR 97202","$749,746","$754,000",4,3.5,"2,897",2017,SOLD 7/25/18,"New green certified modern sophisticated design. Prime location for the Urban convenience. Showcases 3 exterior balconies offering city & 2 Mnt views. Open layout w/Chef kitchen, high-end appls, ampl storage, quartz cntp, solid core doors, NEST dual zoned, 2 tankless H2O, customized mstr suite retreat. Fully loaded 767sf ADU w/private entrance on ground fl providing an extra income option. 82-walk/91-bike. makes this a must see",3,"Contemporary, Custom Style",Portland Southeast,Multnomah,"2,870 Sq. Ft.",5.0,5.0,6.0,78 / 100,68 / 100,87 / 100
https://www.redfin.com/owner-estimate/fact-check/26486971,/20dbe0f511ff082456d661454e207d6a_genMid.18041441_0.jpg,8403 SE 11th Ave,"Portland, OR 97202","$512,642","$495,000",2,1.5,"2,926",1895,SOLD 7/20/18,"SOLD AS-IS. Charming Sellwood Victorian on quiet corner. Spacious and light-filled rooms exude character with period details, including high ceilings, stained glass, wood floors, crown molding and original doors and hardware. Large deck and private back yard for entertaining. Blocks to New Seasons, coffee, restaurants, shops, parks, trails and public transit.  Great investment.",3,Victorian,Multnomah,18041441,"5,000 Sq. Ft.",8.0,8.0,6.0,91 / 100,39 / 100,94 / 100
https://www.redfin.com/owner-estimate/fact-check/25784901,/6a0f4815476fcde6826dcd1ac69b618f_genMid.18044860_0.jpg,6617 SE 30th Ave,"Portland, OR 97202","$1,599,762","$1,693,925",4,3,"4,664",1925,SOLD 7/19/18,"Custom renovation on 12,000 sq ft level dividable lot in prime Eastmoreland location. Enjoy RARE huge yard or divide & develop or sell extra lot. Incredible craftsmanship & masterfully designed. Stunning finishes. Handsome formal rms. Gorgeous kit/fam rm combo. Luxurious master suite. Office; mud rm; bonus rm; gym/flex space above garage. Huge attic = poss addl liv space. Outdoor liv space + patio to dine alfresco. Impeccable condition. [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R152707-20180606.pdf]",3,Traditional,EASTMORELAND,Multnomah,0.28 Acres,8.0,8.0,6.0,48 / 100,49 / 100,84 / 100
https://www.redfin.com/owner-estimate/fact-check/26341633,/d9ed732328848f39733656882a1e8030_genMid.18154555_0.jpg,3128 SE 7th Ave SE,"Portland, OR 97202","$360,398","$320,000",1,1,"1,294",1922,SOLD 7/18/18,"Fantastic location for easy commute and blocks from trimet. Great structure as is or for a remodel to personalize. Quiet location w/ a nice lot and mature trees including a beautiful proud fruiting cherry tree. Woodfloors throughout (painted, appear to be original Just need sanding to restore) SOLD AS IS Seller to do no repairs. Appliances included! 647sqft basement unfinished w/ high ceiling & daylight windows. Buyer todo due diligence [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R327961-20180629.pdf]",1,"Bungalow, 2 Story",Multnomah,18154555,"4,792 Sq. Ft.",5.0,5.0,6.0,82 / 100,68 / 100,91 / 100
https://www.redfin.com/owner-estimate/fact-check/26504625,/1e606f88f72f5fa5a69994135ccebf17_genMid.18373191_0.jpg,3027 SE 28th Ave,"Portland, OR 97202","$567,311","$575,000",3,1,"1,632",1910,SOLD 7/17/18,"PRIME SE CLINTON/DIVISION corridor, walking distance to coffee shops, restaurants & stores! Beautifully restored w/ a blend of charm & modern influences.  Hardwoods throughout, exceptional natural light w/city VIEW from several spots & deck, lovely low maintenance yd w/ room to garden. Stunning new kitchen, cheerful new bath & spacious bedrooms. Updated mechanics, oversized gar, quiet st. ADU potential in bsmt, HES 6, OPEN SAT 12-2:30pm [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R299357-20180414.pdf]",3,Bungalow,CLINTON/DIVISION,Multnomah,"3,500 Sq. Ft.",9.0,5.0,6.0,89 / 100,58 / 100,93 / 100
https://www.redfin.com/owner-estimate/fact-check/26551044,/af9b4a49876b18ad821ec8511d4c1a09_genMid.18159902_0.jpg,724 SE Miller St,"Portland, OR 97202","$515,097","$510,000",2,2,"1,942",1906,SOLD 7/11/18,"Charming Farmhouse in the Heart of Sellwood!A stones throw to the Sellwood Park & Pool,this home is full of character.Features light & bright living space w/ dining room, high ceilings,spacious kitchen w/ cozy eat in breakfast nook, 2 full baths & large bedrooms.Private yard perfect for alfresco evenings.Tree lined street w/ access to the Springwater Trail & many restaurants/shops. 85 Walk Score, 95 Bike Score. [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R134353-20180430.pdf]",3,Farmhouse,Multnomah,18159902,"3,600 Sq. Ft.",8.0,8.0,6.0,85 / 100,36 / 100,95 / 100
https://www.redfin.com/owner-estimate/fact-check/101096433,/27a955a99e796a4cf2f3107e9edfb991_genMid.18401689_0.jpg,3707 SE Woodward St,"Portland, OR 97202","$930,799","$925,000",5,2.5,"2,845",2015,SOLD 6/28/18,"OPEN SAT 12-4/SUN 1-4. Location, size & beauty make this your dream home. You'll love extensive use of modern touches. Solid surfaces & engineered floors blended w/craftsman features. High & coved ceilings, butler's pantry, loads of light. Enjoy beautiful master w/ large shower, soak tub, tile floor & double vanity. Gorgeous kitchen with 2 ovens, large granite island for cooking prep. Over-sized tandem garage accommodates workout room. [Home Energy Score = 8. HES Report at https://api.greenbuildingregistry.com/report/pdf/R667028-20180524.pdf]",3,"Old Portland, Craftsman",Multnomah,18401689,"4,548 Sq. Ft.",9.0,5.0,6.0,85 / 100,52 / 100,91 / 100
https://www.redfin.com/owner-estimate/fact-check/26361043,/db92f00cc6bf04a872d63584efe1dcc5_genMid.18677910_0.jpg,3353 SE Clinton St,"Portland, OR 97202","$411,657","$485,690",3,1,"2,147",1899,SOLD 6/28/18,,3,2 Story,Multnomah,18677910,"5,000 Sq. Ft.",9.0,5.0,6.0,91 / 100,52 / 100,100 / 100
https://www.redfin.com/owner-estimate/fact-check/26329725,/f3fb2a72a0ace28fb3bde5a288f291f5_genMid.18486076_2.jpg,3724 SE Schiller St,"Portland, OR 97202","$485,291","$480,000",3,2,"2,139",1962,SOLD 6/25/18,"Surprise inside this adorable updated home! Remodeled kitchen and baths with new cabinetry, granite counters, stainless appliances. New flooring throughout, new windows, trim, baseboards, there's nothing left for you to do! One owner home has been lovingly maintained. Great floor plan with large bedrooms. CHECK BACK ON SATURDAY AM FOR INTERIOR PHOTOS OF THIS ADORABLE HOME! OPEN SATURDAY 12-3!!",2,Daylight Ranch,Multnomah,18486076,"6,960 Sq. Ft.",5.0,5.0,6.0,56 / 100,47 / 100,81 / 100
https://www.redfin.com/owner-estimate/fact-check/26337721,/974bfc17dcc1a32d26a6d5595315bf8b_genMid.18691026_0.jpg,6223 SE 18th Ave,"Portland, OR 97202","$606,717","$595,000",3,2,"2,126",1922,SOLD 6/25/18,,3,Bungalow,Multnomah,18691026,"5,000 Sq. Ft.",8.0,8.0,6.0,88 / 100,48 / 100,97 / 100
https://www.redfin.com/owner-estimate/fact-check/26298782,/edf82d2f9581b15da8766176e77ad456_genMid.18225076_1.jpg,1639 SE Flavel St,"Portland, OR 97202","$510,591","$499,900",4,2,"1,990",1926,SOLD 6/20/18,"SELLWOOD LOCATION! PRICED TO SELL!. Quintessential bungalow located in one of Portland's hottest neighborhoods. Cosmetic fixer w/walk score of 89 + just blks to EVERYTHING inc award winning schools + public transit!  Lg LR, FP, formal DR, hardwoods w/2 bdrooms on the main, 1 car gar + BSMT w/OS ent. Fruit trees! 5 yr old roof, fnc & a/c 2 yrs new, sewer replaced st to house 3 yrs new, new floor in kitch, bath and BSMT, new tile in bath. [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R134599-20180322.pdf]",2,Bungalow,Multnomah,18225076,"3,900 Sq. Ft.",8.0,8.0,6.0,91 / 100,47 / 100,98 / 100
https://www.redfin.com/owner-estimate/fact-check/26564508,/545d9c3a3b618821cdda0028bcf96aaa_genMid.18484842_0.jpg,5305 SE 35th Ave,"Portland, OR 97202","$510,705","$495,000",2,1,"2,449",1949,SOLD 6/15/18,"Beautiful Mid Century Modern. Kitchen captures the era perfectly with its Classic Cookmaster oven and tiled countertops. Open floor plan great for entertaining. Basement provides extra room or add a third bedroom. Oversized, corner lot, outdoor patio with fireplace and built-in charcoal grill, garden boxes ready for planting, porch swing, apple, pear, fig tree. Newly painted, 2-car garage. You must see! Open house Sat 5-12, from 11-1 [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R253069-20180430.pdf]",2,"Ranch, Mid-Century Modern",Multnomah,18484842,"7,750 Sq. Ft.",5.0,5.0,6.0,44 / 100,48 / 100,85 / 100
https://www.redfin.com/owner-estimate/fact-check/49683439,/f8b5d6abf7dee04df9b746300729bf5c_genMid.18496554_0.jpg,3933 SE Lambert St,"Portland, OR 97202","$675,885","$689,000",3,2.5,"2,602",2016,SOLD 6/13/18,This gorgeous 2016 Craftsman located in the coveted Woodstock neighborhood has 3 beds 2.1 baths & over 2600sf. The floorpan is ideal with 3 beds & laundry on the second floor. The main floor has high ceilings & designed around an open concept. The lower level features the perfect theatre style bonus room with built-ins. The home is adorned with quality finishes & proudly boasts a Platinum Rating from Earth Advantage & near perfect HES! [Home Energy Score = 9. HES Report at https://api.greenbuildingregistry.com/report/pdf/R115222-20180122.pdf],3,Craftsman,WOODSTOCK,Multnomah,"3,087 Sq. Ft.",8.0,8.0,6.0,54 / 100,45 / 100,84 / 100
https://www.redfin.com/owner-estimate/fact-check/26323599,/d62bbd572a4c88515fba307b0c91efd6_genMid.18178940_2.jpg,3712 SE 33rd Ave,"Portland, OR 97202","$473,682","$455,000",3,2,"2,784",1922,SOLD 6/08/18,"Zoned R2/NEW PRICE Classic Portland Creston/Kenilworth Craftsman, neighboring Reed & Richmond,offering amazing space & layout.This home has tons of character & charm offering Hardwood floors,fireplace,stunning covered front porch & patio over the garage make for stellar outdoor space.This is an entertainers dream!Full basement w/ separate entrance,perfect for a future ADU.Walkscore of 80 & bikescore of 85.Location,location!",2,Craftsman,CRESTON/KENILWORTH,Multnomah,"6,398 Sq. Ft.",5.0,5.0,6.0,79 / 100,53 / 100,83 / 100
https://www.redfin.com/owner-estimate/fact-check/26410622,/4a25ad9cb8672c98a0eaf9ffde72fb21_genMid.18058884_A.jpg,4115 SE 29th Ave,"Portland, OR 97202","$441,786","$413,000",4,1,"2,338",1913,SOLD 6/19/18,"Open House-Sat 5/5 1-3.Great location,Walk Score of 83.Major mechanical updates already done for you.New roof 2012,New Wtr Htr 2015,new Furnace 2009.Dual pane windows,some vinyl.Updated copper plumbing. Ready for your personal cosmetic touches/updates.Enjoy the charm/beauty of the Archway,Builtins/Hardwoods.3 bdrms,bonus rm up can be used as 4th bdrm,office up too,Full unfin basement w/ext access. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R195813-20180405.pdf]",3,"Bungalow, 2 Story",Multnomah,18058884,"4,000 Sq. Ft.",5.0,5.0,6.0,73 / 100,54 / 100,93 / 100
https://www.redfin.com/owner-estimate/fact-check/26454778,/1513ef782acbae592c94a233c3669c78_genMid.18053412_0.jpg,5923 SE 19th Ave,"Portland, OR 97202","$577,761","$570,500",3,2,"1,733",1925,SOLD 6/04/18,"This charming bungalow has it all: amazing location in the heart of Sellwood, local to many amenities -- MAX/bus lines, shops/restaurants. Spacious, open floor plan, elegantly remodeled kitchen and bath; sweet master bedroom w/ vaulted ceiling, walk-in closet and French doors opening to a covered back porch. Large picture windows. Finished basement with bedroom, full bath, family room and bonus room. Detached oversized garage.",2,Bungalow,Multnomah,18053412,"4,600 Sq. Ft.",8.0,8.0,6.0,69 / 100,50 / 100,87 / 100
